ID,Related_protein,Related_protein_id,GeneName_Standarized,Related_protein_gene_name,UniprotAC,MIC_id,SpeciesName,Strain,StrainID,Drugid,Drug_Name,Type,Type_2,Microbiota_Site,Metabolites,Metabolites_CID,Metabolites_ID,KM,KM_combination,Metabolism_Type,Metabolism_Effect_on_Drug,Microbiota_Influence,Experiment_Materials,Experiment_Model_Species,Model_Condition_Disease,Experiment_Methods,Metabolism_Mechanism,Notes
MD03020,.,.,.,.,.,MC00554,Blautia hansenii,Blautia hansenii DSM 20583,537007,DR0229,Doxazosin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Doxazosin,In vitro,.,.,High-throughput drug screening assays,"The level of Doxazosin was significantly reduced by the Blautia hansenii (strain: Blautia hansenii DSM 20583 ) [FDR-corrected p-value (pFDR) = 0.007 , log2(fold change)= -0.493 ]",.
MD03204,.,.,.,.,.,MC00270,Clostridium sp.,.,.,DR0229,Doxazosin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Doxazosin,In vitro,.,.,High-throughput drug screening assays,"The level of Doxazosin was significantly reduced by the Clostridium sp. [FDR-corrected p-value (pFDR) = 0.022 , log2(fold change)= -0.544 ]",.
MD03928,.,.,.,.,.,MC00081,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus DSM 14838,537012,DR0229,Doxazosin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Doxazosin,In vitro,.,.,High-throughput drug screening assays,"The level of Doxazosin was significantly reduced by the Bacteroides cellulosilyticus (strain: Bacteroides cellulosilyticus DSM 14838 ) [FDR-corrected p-value (pFDR) = 0.048 , log2(fold change)= -0.24 ]",.
MD04547,.,.,.,.,.,MC00102,Phocaeicola dorei,Phocaeicola dorei DSM 17855,483217,DR0229,Doxazosin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Doxazosin,In vitro,.,.,High-throughput drug screening assays,"The level of Doxazosin was significantly reduced by the Phocaeicola dorei (strain: Phocaeicola dorei DSM 17855 ) [FDR-corrected p-value (pFDR) = 0.019 , log2(fold change)= -0.461 ]",.
MD05178,.,.,.,.,.,MC00080,Bacteroides caccae,Bacteroides caccae ATCC 43185,411901,DR0229,Doxazosin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Doxazosin,In vitro,.,.,High-throughput drug screening assays,"The level of Doxazosin was significantly reduced by the Bacteroides caccae (strain: Bacteroides caccae ATCC 43185 ) [FDR-corrected p-value (pFDR) = 0.027 , log2(fold change)= 0.255 ]",.
MD05222,.,.,.,.,.,MC00040,Escherichia coli,Escherichia coli K-12,83333,DR0229,Doxazosin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Significantly reduce the level of Doxazosin,In vitro,.,.,High-throughput drug screening assays,"The level of Doxazosin was significantly reduced by the Escherichia coli (strain: Escherichia coli K-12 ) [FDR-corrected p-value (pFDR) = 0.047 , log2(fold change)= -0.276 ]",.
MD00997,.,.,.,.,.,MC00040,Escherichia coli,.,.,DR0230,Doxifluridine,Microbiome Metabolic Modification Drug,Directly,.,5-fluorouracil,3385,MET0043,.,.,.,activation of the prodrug and increased toxicity,Activating the prodrug Doxifluridine,In vitro,.,.,High-throughput drug screening assays,"The Escherichia coli has been reported to activate the prodrug Doxifluridine, converting it to 5-fluorouracil and potentially causing intestinal toxicity.",5-Fluorouracil Premature activation may cause intestinal toxicity
MD00958,.,.,.,.,.,MC00040,Escherichia coli,.,.,DR0231,Doxorubicin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,decreased drug activity,Decreasing the drug activity of Doxorubicin,In vitro,.,.,.,The Escherichia coli has been reported to decrease the drug activity of Doxorubicin.,Decrease drug cytotoxicity in vitro.
MD01008,Molybdopterin-dependent enzyme,P0266,molD,Molybdopterin-dependent enzyme (molD),A0A327UAE0_9ACTN,MC00040,Escherichia coli,.,.,DR0231,Doxorubicin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,Degraded anaerobically,involved in drug metabolism,Metabolic modification of Doxorubicin,.,Model species (Caenorhabditis elegans),.,.,"The protein Molybdopterin-dependent enzyme (molD) of Escherichia coli has been reported to metabolic modification of Doxorubicin, thereby affecting drug activity.",doxorubicin is degraded anaerobically by Klebsiella pneumoniae and Escherichia coli BW25113 and present evidence that this phenotype is dependent on molybdopterin-dependent enzyme(s)
MD01048,.,.,.,.,.,MC00040,Escherichia coli,.,.,DR0231,Doxorubicin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,inactivation of drug,Inactivating of Doxorubicin,.,Mice,.,.,The Escherichia coli has been reported to inactivate of Doxorubicin.,.
MD01358,.,.,.,.,.,MC00043,Klebsiella pneumoniae,.,.,DR0231,Doxorubicin,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,.,involved in drug metabolism,Metabolic modification of Doxorubicin,In vitro,.,.,High-throughput incubation assays,"The Klebsiella pneumoniae has been reported to metabolic modification of Doxorubicin, thereby affecting drug activity.",.
